machine_id,query_id,cost,time_ms,shared_hit,shared_read,rows
z1d,q22,13103.26,147.074,59398,5177,7
z1d,q22,13103.26,140.463,59398,5177,7
z1d,q2,120690.45,10547.992,160131,42049,100
z1d,q2,120690.45,1351.096,160131,42049,100
z1d,q2,120690.45,1347.39,160131,42049,100
z1d,q2,120690.45,1347.965,160131,42049,100
z1d,q2,120690.45,1347.92,160131,42049,100
z1d,q2,120690.45,1345.403,160131,42049,100
z1d,q2,120690.45,1346.31,160131,42049,100
z1d,q2,120690.45,1350.248,160131,42049,100
z1d,q2,120690.45,1346.414,160131,42049,100
z1d,q2,120690.45,1345.451,160131,42049,100
z1d,q2,120690.45,1347.522,160131,42049,100
z1d,q2,120690.45,1345.799,160131,42049,100
z1d,q2,120690.45,1347.411,160131,42049,100
z1d,q2,120690.45,1348.602,160131,42049,100
z1d,q2,120690.45,1347.296,160131,42049,100
z1d,q2,120690.45,1348.078,160131,42049,100
z1d,q2,120690.45,1347.145,160131,42049,100
z1d,q2,120690.45,1348.868,160131,42049,100
z1d,q2,120690.45,1346.431,160131,42049,100
z1d,q2,120690.45,1348.049,160131,42049,100
z1d,q3,195291.56,7612.331,495447,124226,10
z1d,q3,195291.56,914.173,495447,124226,10
z1d,q3,195291.56,913.146,495447,124226,10
z1d,q3,195291.56,913.595,495447,124226,10
z1d,q3,195291.56,912.12,495447,124226,10
z1d,q3,195291.56,914.534,495447,124226,10
z1d,q3,195291.56,916.286,495447,124226,10
z1d,q3,195291.56,911.919,495447,124226,10
z1d,q3,195291.56,912.262,495447,124226,10
z1d,q3,195291.56,912.711,495447,124226,10
z1d,q3,195291.56,911.799,495447,124226,10
z1d,q3,195291.56,912.026,495447,124226,10
z1d,q3,195291.56,913.639,495447,124226,10
z1d,q3,195291.56,914.606,495447,124226,10
z1d,q3,195291.56,913.371,495447,124226,10
z1d,q3,195291.56,914.185,495447,124226,10
z1d,q3,195291.56,914.309,495447,124226,10
z1d,q3,195291.56,914.653,495447,124226,10
z1d,q3,195291.56,913.575,495447,124226,10
z1d,q3,195291.56,914.137,495447,124226,10
z1d,q4,61263.21,598.86,170129,80893,5
z1d,q4,61263.21,402.316,170129,80893,5
z1d,q4,61263.21,400.271,170129,80893,5
z1d,q4,61263.21,397.621,170129,80893,5
z1d,q4,61263.21,396.97,170129,80893,5
z1d,q4,61263.21,396.125,170129,80893,5
z1d,q4,61263.21,399.012,170129,80893,5
z1d,q4,61263.21,397.586,170129,80893,5
z1d,q4,61263.21,397.016,170129,80893,5
z1d,q4,61263.21,398.042,170129,80893,5
z1d,q4,61263.21,401.548,170129,80893,5
z1d,q4,61263.21,398.125,170129,80893,5
z1d,q4,61263.21,396.394,170129,80893,5
z1d,q4,61263.21,398.928,170129,80893,5
z1d,q4,61263.21,396.503,170129,80893,5
z1d,q4,61263.21,399.367,170129,80893,5
z1d,q4,61263.21,401.234,170129,80893,5
z1d,q4,61263.21,395.993,170129,80893,5
z1d,q4,61263.21,399.039,170129,80893,5
z1d,q4,61263.21,398.969,170129,80893,5
z1d,q5,83490.24,1560.781,317194,263984,5
z1d,q5,83490.24,1020.491,317194,263984,5
z1d,q5,83490.24,1020.911,317194,263984,5
z1d,q5,83490.24,1021.653,317194,263984,5
z1d,q5,83490.24,1027.649,317194,263984,5
z1d,q5,83490.24,1020.808,317194,263984,5
z1d,q5,83490.24,1021.756,317194,263984,5
z1d,q5,83490.24,1020.568,317194,263984,5
z1d,q5,83490.24,1019.117,317194,263984,5
z1d,q5,83490.24,1023.069,317194,263984,5
z1d,q5,83490.24,1022.722,317194,263984,5
z1d,q5,83490.24,1020.158,317194,263984,5
z1d,q5,83490.24,1024.138,317194,263984,5
z1d,q5,83490.24,1019.883,317194,263984,5
z1d,q5,83490.24,1019.407,317194,263984,5
z1d,q5,83490.24,1021.77,317194,263984,5
z1d,q5,83490.24,1022.12,317194,263984,5
z1d,q5,83490.24,1020.666,317194,263984,5
z1d,q5,83490.24,1023.83,317194,263984,5
z1d,q5,83490.24,1020.433,317194,263984,5
z1d,q6,168633.05,1509.04,2220,108148,1
z1d,q6,168633.05,882.244,2220,108148,1
z1d,q6,168633.05,889.689,2220,108148,1
z1d,q6,168633.05,886.696,2220,108148,1
z1d,q6,168633.05,887.926,2220,108148,1
z1d,q6,168633.05,886.837,2220,108148,1
z1d,q6,168633.05,886.829,2220,108148,1
z1d,q6,168633.05,886.874,2220,108148,1
z1d,q6,168633.05,888.109,2220,108148,1
z1d,q6,168633.05,889.621,2220,108148,1
z1d,q6,168633.05,884.886,2220,108148,1
z1d,q6,168633.05,888.198,2220,108148,1
z1d,q6,168633.05,882.695,2220,108148,1
z1d,q6,168633.05,887.236,2220,108148,1
z1d,q6,168633.05,883.101,2220,108148,1
z1d,q6,168633.05,887.435,2220,108148,1
z1d,q6,168633.05,887.655,2220,108148,1
z1d,q6,168633.05,888.362,2220,108148,1
z1d,q6,168633.05,887.186,2220,108148,1
z1d,q6,168633.05,888.361,2220,108148,1
z1d,q7,70658.3,3059.634,1182658,499623,4
z1d,q7,70658.3,3067.833,1182658,499623,4
z1d,q7,70658.3,3089.014,1182658,499623,4
z1d,q7,70658.3,3070.084,1182658,499623,4
z1d,q7,70658.3,3083.449,1182658,499623,4
z1d,q7,70658.3,3080.374,1182658,499623,4
z1d,q7,70658.3,3085.253,1182658,499623,4
z1d,q7,70658.3,3074.285,1182658,499623,4
z1d,q7,70658.3,3083.969,1182658,499623,4
z1d,q7,70658.3,3086.589,1182658,499623,4
z1d,q7,70658.3,3092.891,1182658,499623,4
z1d,q7,70658.3,3086.451,1182658,499623,4
z1d,q7,70658.3,3076.63,1182658,499623,4
z1d,q7,70658.3,3084.091,1182658,499623,4
z1d,q7,70658.3,3090.735,1182658,499623,4
z1d,q7,70658.3,3081.404,1182658,499623,4
z1d,q7,70658.3,3088.432,1182658,499623,4
z1d,q7,70658.3,3066.729,1182658,499623,4
z1d,q7,70658.3,3075.493,1182658,499623,4
z1d,q7,70658.3,3088.098,1182658,499623,4
z1d,q8,90831.9,808.194,165600,92240,2
z1d,q8,90831.9,725.025,165600,92240,2
z1d,q8,90831.9,725.737,165600,92240,2
z1d,q8,90831.9,724.778,165600,92240,2
z1d,q8,90831.9,723.893,165600,92240,2
z1d,q8,90831.9,723.596,165600,92240,2
z1d,q8,90831.9,724.998,165600,92240,2
z1d,q8,90831.9,724.676,165600,92240,2
z1d,q8,90831.9,726.124,165600,92240,2
